,title,rating,body,date,country
174,A must have gadget!,"5,0",I think every household should have this Gadget you can draw anything on phone and it shows up on it it randomly plays many messages and then you can also use this as a Bluetooth speaker it's perfect ,20 oktober 2022,de Verenigde Staten
175,Very fun,"4,0",Came in a very cute package and good condition. Also very good colors and a good size. Sound is very loud even at low volume. Good colors but runs quickly out of battery. Otherwise very fun with the a,18 oktober 2022,Duitsland
176,Cute Bluetooth Speaker,"5,0",Fun to un-box very fun retro feel speaker that has decent sound quality. My only complaint is the instruction booklet is to basic (so I went to YouTube).,16 oktober 2022,de Verenigde Staten
177,Little gadet brings great fun!,"5,0",I got this as a birthday gift for my husband and it brings so much fun! We both played with it and loved it. It provides many functions that are yet not necessary too overwhelming. The sound quality i,13 oktober 2022,de Verenigde Staten
178,Limitación inecesaria,"5,0",Lo he comprado hace un par de días. Todo muy bien y muy guay pero tengo un pero muy gordo. Alguien sabe como poner más de 12 diseños ???? Lo bueno en mi opinión sería que aparecieran todos los diseños,13 oktober 2022,Spanje
179,"Super cute and great sound! Not great instructions, though","5,0",This speaker is so cute! I love the customization on the app as there are so many great pixel art creators out there. The sound quality is great and it's portability makes it easy to listen in any roo,13 oktober 2022,de Verenigde Staten
180,Good,"5,0",Cute desktop accessory,12 oktober 2022,de Verenigde Staten
181,Amazing,"5,0","I've had this for a few weeks now and have used it religiously. Not only is it adorable but the sound is fab for music, audio books, podcasts. I have it in my office while I work but it's also come ou",12 oktober 2022,Australië
182,Doesn't turn on,"1,0",Giving this review because the Divoom box that I received didn't turn on at all very disappointed and Amazon support wouldn't send a replacement after I told them I'd just return it 🥲,8 oktober 2022,de Verenigde Staten
183,Not worth the price,"2,0",The apps on it suck.The phone app sucksNot worth the price at allIt is adorable,6 oktober 2022,de Verenigde Staten
184,Nice notification center,"4,0",The battery life is a bit worse then what i had expected otherwise a great product.,5 oktober 2022,Zweden
185,Correspondeu à expetativa,"5,0","Foi uma prenda para uma criança, que adorou",3 oktober 2022,Spanje
186,Obsessed,"5,0",I love love love this little bby 🥺 it is top tier quality and I got it at such a reasonable price. Idk any other speakers out there that go to the lengths that this one does. There are so many cool fe,30 september 2022,de Verenigde Staten
187,Highly recommend 👌,"5,0",Purchased for my 14 year old daughter. She absolutely loves this & the Sound quality is amazing.,26 september 2022,het Verenigd Koninkrijk
188,Cooles Teil!!!,"5,0","Diese Box macht Spaß und sieht klasse aus! Klar ist die Tonualität nicht Oberklasse, aber das ist bei der Größe und dem Preis auch nicht zu erwarten. Ich bin zufrieden👍",26 september 2022,Duitsland
189,Cute little speaker.,"5,0",She's super cute and works pretty well. I can't wait to set up my gaming area and put this there as well to help with aesthetics.,22 september 2022,de Verenigde Staten
190,Great present,"5,0","Bought this as a gift for my boyfriend's birthday and he loved it, hard to go wrong with this",21 september 2022,het Verenigd Koninkrijk
191,Looks better than the Pictures.,"5,0","Looks better than the Pictures. Comes in box of same color which makes it Easier to carry if travelling.Design is perfect, has a great sound. Battery life could be improved.",21 september 2022,India
192,Cute and nice,"5,0",It works well n nice.,21 september 2022,Singapore
193,great gift,"5,0",the girl I got this for loves it. she wouldn't stop saying how cute and quirky it is. The audio quality is honestly pretty good and it has a ton of settings.,19 september 2022,de Verenigde Staten
194,Amazing!!!!!,"5,0",I was so AMAZED at this little device!!!! It’s so cool!!! It can do so many things and it’s so cute!!!! I got the pink ditoo and I am VERY satisfied and would definitely buy from this company again!!!,19 september 2022,de Verenigde Staten
195,Super cute and super useful!,"5,0","Sound quality and durability is very good! There's lots of features that come out of the box, but if you get the app there's a lot more available options too, which is nice. I like the ability to chan",19 september 2022,de Verenigde Staten
196,Great sound...,"5,0","I love this little speaker. The sound is nice and clear and the bass is awesome. Very easy to carry with while in the cute carry case that it came in. I will have to say, my grandson got it wet and af",18 september 2022,de Verenigde Staten
197,Es una pasada !,"5,0",,15 september 2022,Spanje
198,Necesario!!!,"5,0",Es magnifico! Lo compre para un regalo y fué un éxito!! Suena fenómeno y queda precioso,15 september 2022,Spanje
199,Amazing little piece your desk,"5,0","Amazing little addition to your desk. The sound quality is surprisingly really good and has replaced my main setup. the system is really easy to understand and navigate so setting up alarms, blue toot",14 september 2022,het Verenigd Koninkrijk
200,Cassa bluetooth simpatica e suona bene,"5,0","La cassa ha un buon suono, lo schermo riproduce immagini simpatiche. Dalla sua applicazione si possono creare immagini facilmente e si da spazio alla fantasia",13 september 2022,Italië
201,Divoom Dito. Excelente producto!,"5,0",,12 september 2022,de Verenigde Staten
202,Battery not holding charge. Bought in March 2022,"1,0",Bought the speaker in March 2022 but doesn't hold charge. How can I get a replacement?,12 september 2022,de Verenigde Staten
203,quit working,"1,0",quit working after a year only connects in hand free mode,12 september 2022,de Verenigde Staten
204,tolles Gadget fürs Gaming-Setup,"5,0","gute Soundqualität, viele nützliche Funktionen, sieht hochwertig aus und super einfach zu bedienen.",10 september 2022,Duitsland
205,Cute gift for teens,"5,0","My sister loved it, cute gift if you’re not sure what to get that one teen in your life that has all the gadgets already!",9 september 2022,de Verenigde Staten
206,Super Teil!,"5,0",,7 september 2022,Duitsland
207,Very cute!,"5,0",Really easy to use and really pleasing to look at.,4 september 2022,de Verenigde Staten
208,So cute!,"5,0","Sono soddisfatta del mio acquisto, avevo già visto recensioni su questo articolo, ovviamente non ci aspettiamo una super cassa a livello di qualità di suono, ma bisogna guardare l'insieme delle cose! ",4 september 2022,Italië
209,perfect gift for my teen,"5,0",Gift for my teen she loves it. the sound is great and super loud. She loves that you can connect it with the app and change the face of the screen.,3 september 2022,de Verenigde Staten
210,Toll,"5,0",Nichts zu bemängeln.,3 september 2022,Duitsland
211,cute mini Bluetooth speaker with pixel display,"5,0",It works as a speaker really well for such a small device! I love the pixel display where you can choose and customize what you have on it.There’s also keyboard backlighting that you can turn off and ,2 september 2022,de Verenigde Staten
212,Just too overpriced,"3,0",First off I ordered a green one but was given a pink so I tried it and battery life is so short compared to the other once a had before.. claims 4hr charge and 8 hr battery life didn't feel like 8hr i,30 augustus 2022,de Verenigde Staten
213,Really cute,"5,0",It's fine and cute.,28 augustus 2022,de Verenigde Staten
214,Best quality item I’ve ever bought!,"5,0",I loved the quality of the audio. I could hear everything loud and clear. I don’t keep it on 24/7 but the battery life is good for me. I was honestly shocked at the bass quality. As it is a little ite,28 augustus 2022,de Verenigde Staten
215,Adorable,"5,0",A super fun little device!,28 augustus 2022,Duitsland
216,Bello! Bello! Bello! ma soprattutto Vintage!,"5,0",Suono davvero strabiliante viste le dimensioni del prodotto! Ottima la scelta di includere uno slot MicroSD. Infatti ho caricato una scheda 32Gb piena zeppa di musica. Connessione bluetooth rapida e s,27 augustus 2022,Italië
217,3.5 Stars,"4,0","I'm really surprised by the speaker quality actually, I thought this would be an overpriced gimmick with the pixel art and design. The sounds quality matches the price, and it feels like a heavy, qual",27 augustus 2022,de Verenigde Staten
218,Awesome! Go for it!,"5,0","Great product, it is worth the money. Can't wait to explore all the features!",25 augustus 2022,India
219,Adult approved,"5,0","Just got it yesterday but I played with the pixel art all night and even took it to work to show off. Everyone was pretty impressed. Would make an excellent gift for kids and even adults. Great sound,",24 augustus 2022,de Verenigde Staten
220,Not a good buy,"1,0","Not to clear, to much bass in it so it was hard to hear, if it wasn’t plugged in the whole time then within 3 hours it was dead.",23 augustus 2022,de Verenigde Staten
221,Awesome product,"5,0",Awesome product...Very cute looking with superb sound quality. Loved it totally.. Worth the price,23 augustus 2022,India
222,Sehr zufrieden 😀,"5,0",das Teil ist auf jedenfall sein Geld wert. Jeder 80. Jahre Junkie wird das bestätigen. Ich kaufe mir einen 2. Divoom für meine Frau,22 augustus 2022,Duitsland
223,IN LOVEEE,"5,0",,21 augustus 2022,de Verenigde Staten
224,The perfect fusion of retrostyle and modern tech,"4,0",The design is complimented perfectly by the display of pixel art. The amount of utility you can squeeze out of this is also quiet suprising although the price is a little too high.,20 augustus 2022,India
225,Awesome quality and fast shipping!!!,"5,0","Very impressed about the quality, too cute to handle!!!",19 augustus 2022,Australië
226,Prodotto abbastanza buono,"3,0","Prodotto abbastanza buono, la cassa si sente bene ma l'unica pecca è la batteria che dura molto poco, ogni sera devo metterlo sotto carica",18 augustus 2022,Italië
227,Can't say enough how cute it is!,"5,0","Super cute and super fast connection to Bluetooth... If pair before basically instant connection, so easy to use and I love pressing those keys!",18 augustus 2022,Australië
228,Fantastic little device with surprisingly good sound!,"5,0","This was a gift and very well received! It is good quality, sturdy, well made, quirky, has good sound, BT connection was up in seconds, only downside: the actual time can't be changed unless you downl",16 augustus 2022,Duitsland
229,Sound has been continously choppy!,"4,0",,14 augustus 2022,de Verenigde Staten
230,So cute!,"5,0","Awesome little speaker with so many cool features, would highly recommend. The ditoo is such a cute addition to a gaming set up.The seller was very helpful as well.",13 augustus 2022,Australië
